"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
4,"gini",1,0.696960002569872,0.12440270948985,0.838087313582492,0.802405831482984,0.691923169292728,0.23017701241463,0.11071073132131,0.802405831482984,0.194558145497488,0.00940738914452171,0.00460302611782703,0.00293355840493297,0.0107946212384123,0.0101655887138703,0.00939680430194516,0.00264160848461655,0.0107946212384123,0.00401018661739825,"AFS","summer","ACCESS1-0","rf"
