"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
3,"gini",1,0.808921607239739,0.232909422666538,0.907870977867776,0.802120094677922,0.809261446729436,0.424003304817882,0.180876318114338,0.802120094677922,0.292784791257816,0.0473165869403172,0.0429742066331802,0.00592283410661604,0.060927992199065,0.0526478016208741,0.0305207168552894,0.0310308515967335,0.060927992199065,0.036945465259081,"DMS","summer","ACCESS1-0","rf"
