"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
3,"gini",1,0.841544378936896,0.268912526934243,0.905927523427374,0.763412367049645,0.845461808884628,0.427243596995768,0.207977088587865,0.763412367049645,0.323998426906768,0.0447523908096311,0.0554362342407305,0.00607676189124352,0.039158688239786,0.0488476428307872,0.0248100508261743,0.0410794786758713,0.039158688239786,0.0483970955394418,"DMS","summer","GISS-E2-H-CC","rf"
