"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.740497132745438,0.14066827047425,0.721580263733974,0.659610342049366,0.744584525351737,0.0827519767576838,0.127252613432412,0.659610342049366,0.210013085312842,0.109279836746605,0.0527327661470645,0.0587680344724508,0.0841730547584349,0.118789601880636,0.115686178353406,0.0332791952903363,0.0841730547584349,0.0446053440603299,"MAC","summer","MIROC-ESM"
