"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.1,5,20,2000,0.780830598523593,0.176760111794899,0.860470945240616,0.720290046143705,0.783891414549069,0.485084258127034,0.146394637085459,0.720290046143705,0.242640124381943,0.0313799287513486,0.0275609358727109,0.00935368194783073,0.0252439998974123,0.0339877515784234,0.0241851335644826,0.0183093689514556,0.0252439998974123,0.0237894179251046,"MAC","summer","NorESM1-M","gbm"
