"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.1,5,20,10000,0.815037555108399,0.240460610459245,0.913066335025678,0.829646856191912,0.814305247973737,0.456744400304568,0.183017633259549,0.829646856191912,0.299866843845414,0.00376753775676837,0.0040258897889042,0.00220046995979026,0.00775810678310028,0.00418970369024516,0.0112655079670447,0.00271089085851489,0.00775810678310028,0.00353880710866615,"SFS","winter","CMCC-CM","gbm"
