"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
32,0.845703985492974,0.297274295017117,0.923301959758888,0.86662200876306,0.844648926480173,0.363881419469518,0.220314191039216,0.86662200876306,0.351075918121387,0.0126192637032818,0.0200251444723063,0.00860625447648688,0.0231517088951176,0.0135640110318661,0.0305036307275509,0.0138585946631065,0.0231517088951176,0.0178137552975631,"SES","summer","CanESM2","svm"
