"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
3,"gini",1,0.825454176449357,0.219043358203942,0.8577755002787,0.662068101981186,0.833651449157015,0.335643360181531,0.180038713880982,0.662068101981186,0.277904337470328,0.0594109703387624,0.057646956319421,0.0065929667525628,0.0680530261010287,0.0656964055539559,0.00970467858074175,0.0451544761852525,0.0680530261010287,0.0490367481131354,"GHA","summer","EC-EARTH","rf"
