"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.79539970288908,0.201984592801616,0.870740362099383,0.769781766093697,0.796691016188011,0.23717017778503,0.160374163912846,0.769781766093697,0.265365960483321,0.00869344889220541,0.00831858530539127,0.011572367556906,0.0345713086965944,0.0102861922868121,0.0189253003478021,0.0049452988964993,0.0345713086965944,0.00759252317193295,"SES","summer","CanESM2"
