"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
32,0.85210960108732,0.303526862598017,0.920609169805008,0.846292748746481,0.852403395312303,0.359968291233347,0.226118924712778,0.846292748746481,0.356384869242054,0.017021651650359,0.026893249287645,0.0043598705080359,0.0212225101653091,0.018414517163676,0.0168306678210571,0.0194258584039307,0.0212225101653091,0.0238214136077914,"SES","summer","NorESM1-M","svm"
