"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
6,0,0.576755501278662,0.0295873933459543,0.595709248374375,0.55702,0.577747072042807,0.0672451549566936,0.062905044255966,0.55702,0.107955867602078,0.228669527696967,0.0262073682424555,0.0929165278147976,0.276730919129855,0.252680662894259,0.0299528650310898,0.0142523611861754,0.276730919129855,0.0336749375937282,"WAB","summer","GISS-E2-H-CC","ann"
