"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
32,0.795897581061209,0.20631393699753,0.874715710129427,0.787138699358522,0.796336652454511,0.273998626345465,0.162322221546465,0.787138699358522,0.269136497563773,0.00285141394873336,0.00365130073423798,0.00301634239885167,0.00830046880580025,0.00306019869163109,0.00791635205624998,0.0022092868021385,0.00830046880580025,0.00327923364445312,"SFS","winter","CanESM2","svm"
