"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.1,5,20,8000,0.814829708611252,0.239161676272981,0.911691919490096,0.825987372422258,0.814270526690766,0.450422268357905,0.182290238550308,0.825987372422258,0.298653646391519,0.00336963221571437,0.00284669647968662,0.00179959543244289,0.00743907130933501,0.00384914015088752,0.00954632058365197,0.00201656629935674,0.00743907130933501,0.0024559671601598,"SFS","winter","MIROC-ESM","gbm"
