"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.795006912667094,0.227310542589687,0.790922997702102,0.78640349166792,0.795442503736284,0.0275791663170784,0.183168047514126,0.78640349166792,0.287921872045446,0.0832856726377337,0.0711154250553778,0.0318613948806879,0.131594670083096,0.0934345668279301,0.0229565522071695,0.0561342721044124,0.131594670083096,0.0605608638649147,"MAC","winter","EC-EARTH"
