"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
6,0,0.737031806351619,0.111746847263619,0.695673174798608,0.535348995555019,0.747006297493939,0.250136084452749,0.114516869469054,0.535348995555019,0.175091013234024,0.25671011802696,0.0912702271094966,0.13983074560483,0.306495455865909,0.28088496754577,0.161102400765186,0.0625372451129035,0.306495455865909,0.0886401396190827,"WCP","summer","CanESM2","ann"
