"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.661068338342478,0.264467013610553,0.870014623344664,0.0483877604377247,0.124064768120685,0.071313819134834,"LMS","MIROC-ESM","winter","rf"
4,"gini",1,0.650642842616879,0.240733301038671,0.878733539549916,0.0482120437549776,0.109112147796718,0.0610033189789548,"LMS","MIROC-ESM","winter","rf"
5,"gini",1,0.652035569459264,0.265733788191367,0.865903942840556,0.0386382885083523,0.0989894267753468,0.0661723893629267,"LMS","MIROC-ESM","winter","rf"
