"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.864212695752938,0.755340789696197,0.804590764290645,0.0243994794519531,0.092589146272266,0.0877075754945774,"IYA","ACCESS1-0","winter","rf"
4,"gini",1,0.863206221722279,0.766958188198646,0.781415931620398,0.0376625353776824,0.107904468607104,0.0923414207807361,"IYA","ACCESS1-0","winter","rf"
5,"gini",1,0.845829531568259,0.757663221689851,0.776430844258611,0.0312056951155703,0.0843208710708513,0.104231006731793,"IYA","ACCESS1-0","winter","rf"
