"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
3,"gini",1,0.786586765977103,0.232983879491304,0.919835622988291,0.891176470588235,0.781030927835052,0.373508260086041,0.178724951075247,0.891176470588235,0.297415812411653,0.0211855804755934,0.0238371484897564,0.0222766094292077,0.0412750792729188,0.0230378991050067,0.0773806685979717,0.0151260239189349,0.0412750792729188,0.0212431947239747,"IYA","summer","GISS-E2-H-CC","rf"
