"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.632412921541613,0.317529968918775,0.882842233982659,0.142678082474196,0.156694145443329,0.0611439322893744,"WCP","CanESM2","summer","rf"
4,"gini",1,0.640119003802324,0.327211206414494,0.877185463167258,0.134296608389944,0.154224470798488,0.0612728578404917,"WCP","CanESM2","summer","rf"
5,"gini",1,0.63325231810102,0.314032861308081,0.886476632352837,0.133706968464654,0.143582079166722,0.0723251776752141,"WCP","CanESM2","summer","rf"
