"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
5,"gini",1,0.810074174076921,0.258940725665893,0.925741508535718,0.876235294117647,0.806575141538721,0.383427729280532,0.196353106179691,0.876235294117647,0.319869942843012,0.0292386875049669,0.0353390163631982,0.0111856965334478,0.0346102716596248,0.0319384987282478,0.0381972060724605,0.024403340571654,0.0346102716596248,0.0310067415547815,"IYA","summer","ACCESS1-0","rf"
