"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.879914606928483,0.309570984855945,0.936252017695165,0.898148148148148,0.879282226196159,0.436270045280917,0.217155180705817,0.898148148148148,0.347051500278667,0.0411770562596992,0.0717072175083726,0.0478496656741566,0.0392837100659193,0.0427316002195364,0.236023901329072,0.0495763448445341,0.0392837100659193,0.0660473082867573,"ORC","winter","MIROC-ESM"
