"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.70150857949432,0.277792861994879,0.891064939510694,0.0169821527455145,0.0270867044385408,0.0126628332571872,"SFS","ACCESS1-0","winter","rf"
4,"gini",1,0.703263755302587,0.285632845372639,0.886221396031778,0.0159641917113783,0.025810949869438,0.0131387169515136,"SFS","ACCESS1-0","winter","rf"
5,"gini",1,0.703755998432892,0.283935627997976,0.885595181867261,0.018411358293156,0.0246252170114865,0.0146224797228876,"SFS","ACCESS1-0","winter","rf"
