"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.1,5,20,10000,0.810671544357871,0.235082198966285,0.911482812959284,0.822998946110486,0.810046738072055,0.443651138024223,0.180209457878976,0.822998946110486,0.295629821440096,0.00680939039161506,0.00722911988636891,0.00212990173655966,0.00877143662528116,0.0074666746872286,0.00945012663252007,0.00492496996883429,0.00877143662528116,0.00630714954585102,"SES","winter","CanESM2","gbm"
