"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
6,0,0.745927725077156,0.217354503756113,0.87125561631266,0.896818181818182,0.739628342634058,0.308020507041532,0.163466424671477,0.896818181818182,0.270543094679569,0.250690819907397,0.0843817922897839,0.146406042648453,0.120489035242779,0.263091752241973,0.131242067175186,0.0513454095357087,0.120489035242779,0.0749808920589891,"ORC","summer","BCC-CSM1.1","ann"
