"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.641784793486412,0.389061249455052,0.760807326652295,0.0369290343458768,0.0614700331497531,0.0744609670979988,"AFS","EC-EARTH","summer","rf"
4,"gini",1,0.638791989865668,0.38646730134553,0.756497395720692,0.0364355897589719,0.0586891936487954,0.0759142392384307,"AFS","EC-EARTH","summer","rf"
5,"gini",1,0.642152686218643,0.390054353741041,0.761542638166364,0.0375577175913109,0.0686206540078328,0.0748324323507344,"AFS","EC-EARTH","summer","rf"
