"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.691034149907243,0.348830338326614,0.90200057285168,0.175055450774971,0.269120172743255,0.075598041639762,"SRP","ACCESS1-0","summer","rf"
4,"gini",1,0.70539326070498,0.4219826225189,0.865269759055648,0.168523567668201,0.269864769558493,0.122391220716978,"SRP","ACCESS1-0","summer","rf"
5,"gini",1,0.710319580096874,0.37135531053698,0.906516508657272,0.147471248914292,0.258486015336306,0.0516218018484584,"SRP","ACCESS1-0","summer","rf"
