"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.739381751425233,0.188439953471349,0.865809894375132,0.820662675138482,0.734391965649016,0.281824825285748,0.159480439934408,0.820662675138482,0.267047081440242,0.00588908679374626,0.0064245649101947,0.00623138853354178,0.0177393532071452,0.00647983482006311,0.0139719647140095,0.0036373538248672,0.0177393532071452,0.00565127402137705,"LMS","winter","EC-EARTH"
