"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
3,"gini",1,0.814916575151925,0.208063327199298,0.860827117016749,0.680926131361895,0.821636530724549,0.366685446693846,0.170502610154952,0.680926131361895,0.268715438419426,0.0503072190962388,0.0518168656319476,0.00540160696183533,0.0569729782116684,0.0556386450943263,0.0165191903345277,0.0404472707002942,0.0569729782116684,0.0441916942326977,"GHA","summer","NorESM1-M","rf"
