"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.694666987669484,0.112477302832682,0.704868152953847,0.678315758997958,0.695484748996331,0.0971864730528278,0.108898071442227,0.678315758997958,0.185645588329647,0.10858827756101,0.0529391104151163,0.0823358470953412,0.0836505236569609,0.11606307622708,0.155499068420421,0.0310834810739446,0.0836505236569609,0.0458082962396744,"DMS","summer","MIROC-ESM"
