"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.667746503409721,0.380651863653436,0.76783428773568,0.0653527763575907,0.154576764376553,0.138276427580269,"DMS","CanESM2","winter","rf"
4,"gini",1,0.661365859899976,0.370092284480518,0.770371237987284,0.0687024342062601,0.112794031289837,0.095004796024596,"DMS","CanESM2","winter","rf"
5,"gini",1,0.672231646220559,0.347316918724992,0.795544851847926,0.077930827654329,0.0847707517481481,0.0733969403453597,"DMS","CanESM2","winter","rf"
