"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.718307391233282,0.251846267298433,0.927652875346917,0.0830553653635082,0.133301823858449,0.0436593570441957,"KIN","GISS-E2-H-CC","winter","rf"
4,"gini",1,0.708756674365391,0.26734959793728,0.913522603851033,0.0784808998067669,0.108988644364773,0.0634321083218942,"KIN","GISS-E2-H-CC","winter","rf"
5,"gini",1,0.697863193202432,0.26576703507999,0.924215879991446,0.0885806913360241,0.133944990778513,0.0492527843448756,"KIN","GISS-E2-H-CC","winter","rf"
