"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.871067197003289,0.741611305769104,0.843038922929361,0.0284137293449167,0.117729103869306,0.0964196711546387,"IYA","MIROC-ESM","winter","rf"
4,"gini",1,0.874490415004793,0.759309178383352,0.819630797845958,0.0274086836577315,0.117327090398269,0.111607120126317,"IYA","MIROC-ESM","winter","rf"
5,"gini",1,0.879952817549972,0.763029285749276,0.834348040937528,0.0222313637621041,0.105571948938487,0.0739425712363002,"IYA","MIROC-ESM","winter","rf"
