"mtry","splitrule","min.node.size","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
3,"gini",1,0.701177011215529,0.127110740436238,0.839557184198838,0.803358317092274,0.696295197511519,0.22946962073841,0.112246513652234,0.803358317092274,0.196950488982809,0.00958830421757296,0.00455907733434247,0.00525170858430288,0.0198230330217782,0.0106680558013311,0.00977960918315703,0.002581190622032,0.0198230330217782,0.00402869895867398,"AFS","summer","CMCC-CM","rf"
