"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.1,5,20,9000,0.814163543541119,0.237865378545613,0.911043195409796,0.823956401156515,0.813672420540239,0.452223755697095,0.181536520470958,0.823956401156515,0.297516383206515,0.00251682983939929,0.00351537241157182,0.0021209426212362,0.00586065320052607,0.00267199488141064,0.00638650077955151,0.00223024519689126,0.00586065320052607,0.00314084830736722,"SFS","winter","EC-EARTH","gbm"
