"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.652868787300824,0.102543799774622,0.710441123650594,0.774091323606045,0.646790923695142,0.0170365554146965,0.101223964325842,0.774091323606045,0.178227221647136,0.0714956496372569,0.0252849274753595,0.0288383961063078,0.0950551523483156,0.0788140784815503,0.00767147636466586,0.0146659676963874,0.0950551523483156,0.0217167410256213,"SRP","winter","MIROC-ESM"
