"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
6,0,0.708846315250712,0.106488207079314,0.741090134422439,0.67039755351682,0.711256352050453,0.13456436987773,0.13410069696414,0.67039755351682,0.178994084508631,0.122196899038225,0.0554109918675069,0.126906254079777,0.351103137366016,0.151703227355579,0.0436198090421126,0.0549822138989815,0.351103137366016,0.089277639314171,"DMS","winter","BCC-CSM1.1","ann"
