"shrinkage","interaction.depth","n.minobsinnode","n.trees","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
0.01,1,20,1000,0.634209182966075,0.41607470971171,0.75107013189105,0.0472477541311806,0.104312016101823,0.0646514689254249,"WAB","CanESM2","summer","gbm"
0.1,1,20,1000,0.625582124216169,0.396824640061924,0.7521452704828,0.0539818596415887,0.14387096862177,0.0991470222050825,"WAB","CanESM2","summer","gbm"
0.5,1,20,1000,0.612675856599029,0.369562025128086,0.755108637285862,0.0573429400224527,0.101638363946897,0.074302911181994,"WAB","CanESM2","summer","gbm"
0.01,3,20,1000,0.638645719016705,0.395520623794433,0.758534525748602,0.0427302821249909,0.130423909011922,0.0903990355798804,"WAB","CanESM2","summer","gbm"
0.1,3,20,1000,0.613199689351288,0.374853375952359,0.747888311505651,0.0525124117765346,0.0949263863455233,0.0701719814000323,"WAB","CanESM2","summer","gbm"
0.5,3,20,1000,0.614726000727444,0.415209881789658,0.72494094518508,0.0470586602276806,0.109139839521485,0.0720964006852827,"WAB","CanESM2","summer","gbm"
0.01,5,20,1000,0.637697026632808,0.359319875807934,0.794320329935397,0.0505754997055547,0.0935282511259843,0.0464300659870535,"WAB","CanESM2","summer","gbm"
0.1,5,20,1000,0.619242194023371,0.376943925529928,0.754825260614403,0.0525484438265889,0.133464387082207,0.0894602287359794,"WAB","CanESM2","summer","gbm"
0.5,5,20,1000,0.607718299251047,0.404720068884793,0.722728264455937,0.0422793463053873,0.0980244842426614,0.0546134389020263,"WAB","CanESM2","summer","gbm"
0.01,1,20,2000,0.631922789947092,0.420774736187103,0.739265720910732,0.05187088899533,0.139714340798272,0.102219095084716,"WAB","CanESM2","summer","gbm"
0.1,1,20,2000,0.621668046374016,0.378987358061312,0.75978606950269,0.0567492869378461,0.104336126462746,0.0643387921092755,"WAB","CanESM2","summer","gbm"
0.5,1,20,2000,0.605209883987157,0.384430499548501,0.738253672877771,0.0599677123677486,0.102494964723035,0.0560837969567513,"WAB","CanESM2","summer","gbm"
0.01,3,20,2000,0.632942794018223,0.407008913265623,0.744083794410629,0.0430294644743082,0.135134347027751,0.0839178981887998,"WAB","CanESM2","summer","gbm"
0.1,3,20,2000,0.612265862003563,0.382567630028105,0.742577331628386,0.0528218406362019,0.0956605310266179,0.0658190460951278,"WAB","CanESM2","summer","gbm"
0.5,3,20,2000,0.61133545731663,0.432018047047556,0.706373862974005,0.0490934200086979,0.082850616432889,0.0686647309293078,"WAB","CanESM2","summer","gbm"
0.01,5,20,2000,0.633508973340693,0.360090622059401,0.785941061412352,0.0518848696192524,0.107567763375201,0.0624316263899052,"WAB","CanESM2","summer","gbm"
0.1,5,20,2000,0.615332379587161,0.367220007712217,0.763776656359267,0.0514019797262866,0.119780094355135,0.0745606446936425,"WAB","CanESM2","summer","gbm"
0.5,5,20,2000,0.611724239946093,0.422907021756627,0.709310484775973,0.0419298131150045,0.0898521383886873,0.0503727313156165,"WAB","CanESM2","summer","gbm"
0.01,1,20,3000,0.630889253289038,0.422577991290798,0.734426452738256,0.0528762095958569,0.144573266910003,0.103986798078859,"WAB","CanESM2","summer","gbm"
0.1,1,20,3000,0.618248969848444,0.372129874122134,0.761799217235534,0.0580628794527455,0.103231453599895,0.0639072230244717,"WAB","CanESM2","summer","gbm"
0.5,1,20,3000,0.604883740115527,0.386916387400852,0.735091502048724,0.0585313357889428,0.100636105895451,0.0738260725612859,"WAB","CanESM2","summer","gbm"
0.01,3,20,3000,0.63097542514166,0.389617696333502,0.758701691749429,0.0425940874406125,0.109091019765132,0.058911679318957,"WAB","CanESM2","summer","gbm"
