"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
32,0.842189191817988,0.25208871150989,0.867081065770732,0.727419010757931,0.847947601793875,0.374839076265524,0.196434232218996,0.727419010757931,0.308418232880443,0.0243094567198769,0.0302463485377726,0.00735637156377173,0.0258617356026163,0.0265558403625392,0.0253870787518408,0.0222226888185155,0.0258617356026163,0.026317104075332,"DMS","summer","ACCESS1-0","svm"
