"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
6,0,0.777521754376229,0.176664948106018,0.831744121542506,0.792902334443204,0.776742055040604,0.134054068193612,0.143139323216324,0.792902334443204,0.239218288566946,0.0596507056220043,0.0681263270536627,0.119618768965016,0.274695049796095,0.0755880944612307,0.0626689749065425,0.0393177576418922,0.274695049796095,0.0771460072213519,"MAC","winter","GISS-E2-H-CC","ann"
