"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.555820988765795,0.268625852438343,0.7908793817861,0.0348630262816082,0.11372194126108,0.112943537163058,"SFS","CanESM2","summer","rf"
4,"gini",1,0.55814358503336,0.269663702627323,0.795642596834765,0.0363281324808692,0.112495320366677,0.10553968104622,"SFS","CanESM2","summer","rf"
5,"gini",1,0.556263718813186,0.252147431403699,0.799597950085608,0.0296434561502241,0.124205344417195,0.119692975569167,"SFS","CanESM2","summer","rf"
