"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
32,0.772493044864233,0.117117411171992,0.699229098968222,0.544538196733319,0.784014610337125,0.129524091073706,0.113269759964298,0.544538196733319,0.18744033559869,0.013233519958689,0.0104897403252261,0.0130750552325932,0.0248913805170038,0.0144058718644277,0.0132023964585055,0.00634968704947959,0.0248913805170038,0.00922890688060601,"MAC","summer","CMCC-CM","svm"
