"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.763908339490684,0.188503396006326,0.782587370656952,0.803253875052473,0.761920866261431,0.0209137123506302,0.153480982356543,0.803253875052473,0.253988320316287,0.0617745448411633,0.0502228010246185,0.0288148403808142,0.102071329173778,0.0691625232315216,0.0144156504606723,0.0373723509377612,0.102071329173778,0.0430490066577514,"SRP","summer","MIROC-ESM"
