"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
32,0.448874742431006,0.0295582547499626,0.619792336735615,0.752909012169243,0.433821789781053,0.0661713898154384,0.0617728367554278,0.752909012169243,0.114176325630638,0.00745457632945238,0.00157352556260587,0.00831940149096588,0.0147573717294941,0.00833615858964844,0.00203784041874997,0.000769302794744915,0.0147573717294941,0.00143109322388063,"SFS","summer","ACCESS1-0","svm"
