"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
32,0.912051027572944,0.465751056226409,0.972051553180452,0.923612119568952,0.91146536697177,0.608010690705035,0.345861504184475,0.923612119568952,0.503237577516288,0.00241734468369582,0.00838407775623914,0.00205365358574594,0.00694126885362144,0.00246497449736733,0.0144794211431553,0.00677363852013409,0.00694126885362144,0.00763831334050326,"MAC","winter","ACCESS1-0","svm"
