"C","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
16,0.670767525076664,0.106923726183594,0.801129381209542,0.787512483799341,0.665191181771501,0.137961822114177,0.101039268428819,0.787512483799341,0.179091514289585,0.00767991777943349,0.0039464655902006,0.0047291804862659,0.00969666266746982,0.0081697290392742,0.00626992813801764,0.00217273668741778,0.00969666266746982,0.003470743576187,"AFS","summer","MIROC-ESM","svm"
