"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.659865568187177,0.195681051564289,0.919455681783117,0.0906009272133922,0.126935204743242,0.0468534884653775,"WAB","MIROC-ESM","winter","rf"
4,"gini",1,0.6594853163122,0.218416606096732,0.910470248374914,0.0857297049597289,0.147658660618202,0.0527170939940344,"WAB","MIROC-ESM","winter","rf"
5,"gini",1,0.652712699975047,0.179416642200324,0.922371443138014,0.0799344411436119,0.113848938299651,0.0394016975174343,"WAB","MIROC-ESM","winter","rf"
