"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
6,0,0.606665293854763,0.15017811926958,0.686592029401962,0.678227491107747,0.603102109272371,0.24671223229338,0.157276329753018,0.678227491107747,0.216493726518867,0.362266588452427,0.134336425964012,0.131838904934362,0.213362893087555,0.390517373342739,0.158873714845614,0.124818551952416,0.213362893087555,0.112629435177522,"WCP","summer","MIROC-ESM","ann"
