"method","select","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate"
"gam",FALSE,0.73803263745572,0.154062899857849,0.773857474121542,0.744800126423988,0.737663572920338,0.122720984002753,0.135438862185489,0.744800126423988,0.22687434645684,0.0773009446723847,0.0399843385379858,0.105605706909432,0.199225085706024,0.0888459984617281,0.0961742360199903,0.0213221107601128,0.199225085706024,0.0368880839407989,"WAB","winter","CanESM2"
