"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.681345141564658,0.531321004606056,0.795691996758769,0.169850376185929,0.26997534956282,0.137884409028181,"LMS","EC-EARTH","summer","rf"
4,"gini",1,0.692456045338721,0.543963641629183,0.795134459604589,0.162578750413333,0.266714160538511,0.131025656932039,"LMS","EC-EARTH","summer","rf"
5,"gini",1,0.688077374395946,0.547475272875613,0.774557230016727,0.176311043870815,0.278446341906803,0.157573205538861,"LMS","EC-EARTH","summer","rf"
