"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
4,0,0.483464000981087,0.0107989195441747,0.535895565270083,0.575627906976744,0.478895984457781,0.0397605782344884,0.0487836310592855,0.575627906976744,0.0904978106641908,0.376666344414505,0.0107981456983498,0.0558690433731338,0.431397916093129,0.41634099835454,0.0276683044076873,0.0179056412854635,0.431397916093129,0.0181544872887095,"SFS","summer","MIROC-ESM","ann"
