"mtry","splitrule","min.node.size","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","sp","climate","season","method"
3,"gini",1,0.606546792783781,0.182187090282437,0.898064904561618,0.0771334700104826,0.0573175820357951,0.0329755548201512,"AFS","ACCESS1-0","winter","rf"
4,"gini",1,0.598589692032289,0.179067784337056,0.900536922848565,0.0830670008410333,0.063543577538445,0.0328196240933047,"AFS","ACCESS1-0","winter","rf"
5,"gini",1,0.600594122468314,0.18008399331485,0.897093880176142,0.0806230637570835,0.0593261292041954,0.0351314612722624,"AFS","ACCESS1-0","winter","rf"
