"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
6,0,0.580495591246205,0.0687599611513067,0.693079177397409,0.707663691938074,0.574120961885205,0.136081837598829,0.0834876204559834,0.707663691938074,0.143146494528115,0.258643476189259,0.0484125565367717,0.146491952792847,0.258625028624962,0.281547401085674,0.0751000886751001,0.0255586443281849,0.258625028624962,0.0530761638911618,"SFS","winter","MIROC-ESM","ann"
