"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.01,3,20,10000,0.809245683926486,0.1993953444743,0.86112358005826,0.697249688713103,0.814904789069547,0.478262706907075,0.161683574401815,0.697249688713103,0.261953739262568,0.0257855080401481,0.0219993245076031,0.00716013692287367,0.0289185061089458,0.028190723118351,0.0172350618569592,0.0148954896119671,0.0289185061089458,0.0188411937981174,"MAC","summer","EC-EARTH","gbm"
