"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.01,5,20,10000,0.783396928347454,0.182058747064557,0.866249853733141,0.733019116677653,0.785944010204226,0.491408010344346,0.149430694103066,0.733019116677653,0.247420091082176,0.0305239270219408,0.0220403172969835,0.00863954054459142,0.052034174228217,0.0342242246387356,0.0277737173910192,0.0156704402156756,0.052034174228217,0.0187082818198914,"MAC","summer","CMCC-CM","gbm"
