"size","decay","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
2,0,0.37313007130664,0.00702854675781627,0.524202349285172,0.687146083029356,0.357378645585385,0.0214412978022186,0.0494572611007129,0.687146083029356,0.0773768349762833,0.414644956563631,0.0266233886070558,0.0763303417241649,0.463909116463531,0.457524385808454,0.0228839579864566,0.0186468893032454,0.463909116463531,0.0442840920550387,"SRP","winter","CanESM2","ann"
