"shrinkage","interaction.depth","n.minobsinnode","n.trees","Accuracy","Kappa","ROC","Sens","Spec","AUC","Precision","Recall","F","AccuracySD","KappaSD","ROCSD","SensSD","SpecSD","AUCSD","PrecisionSD","RecallSD","FSD","sp","season","climate","method"
0.1,5,20,10000,0.799926674958539,0.220153928799438,0.904484016585394,0.81843057386279,0.798993328820078,0.418529768985158,0.170463126382837,0.81843057386279,0.282140422012799,0.00525825230074759,0.00648130739312984,0.00266507069293018,0.00445883089119356,0.00546178286288539,0.0116859841531733,0.00409607013935826,0.00445883089119356,0.00573821912365632,"SES","winter","GISS-E2-H-CC","gbm"
