"Obs","Sim","variable","sp","season","climate","method"
27.5539614253733,27.5539614253733,"ICE","WAB","winter","EC-EARTH","svm"
66.0556887794353,66.0556887794353,"SST","WAB","winter","EC-EARTH","svm"
30.9829267779027,30.9829267779027,"WINu","WAB","winter","EC-EARTH","svm"
21.3396076787437,21.3396076787437,"WINv","WAB","winter","EC-EARTH","svm"
28.3836731120872,28.3836731120872,"WIN","WAB","winter","EC-EARTH","svm"
21.6729910981012,21.6729910981012,"CURu","WAB","winter","EC-EARTH","svm"
45.4573708796174,45.4573708796174,"CURv","WAB","winter","EC-EARTH","svm"
14.6581045778537,14.6581045778537,"CUR","WAB","winter","EC-EARTH","svm"
77.4256676155648,77.4256676155648,"SSH","WAB","winter","EC-EARTH","svm"
0,0,"SSHg","WAB","winter","EC-EARTH","svm"
32.1852138461605,32.1852138461605,"SSTg","WAB","winter","EC-EARTH","svm"
100,100,"DEP","WAB","winter","EC-EARTH","svm"
