"Overall","variable","sp","climate","season","method"
0,"ICE","MAC","ACCESS1-0","winter","gbm"
0.66935697595519,"SST","MAC","ACCESS1-0","winter","gbm"
0,"SSTg","MAC","ACCESS1-0","winter","gbm"
14.0258453914795,"WIN","MAC","ACCESS1-0","winter","gbm"
4.42645327190596,"WINu","MAC","ACCESS1-0","winter","gbm"
17.483941122698,"WINv","MAC","ACCESS1-0","winter","gbm"
0,"CUR","MAC","ACCESS1-0","winter","gbm"
0,"CURu","MAC","ACCESS1-0","winter","gbm"
16.4260417360564,"CURv","MAC","ACCESS1-0","winter","gbm"
100,"SSH","MAC","ACCESS1-0","winter","gbm"
9.44632093848925,"SSHg","MAC","ACCESS1-0","winter","gbm"
3.18454203023155,"DEP","MAC","ACCESS1-0","winter","gbm"
