"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","WCP","summer","ACCESS1-0","svm"
99.6690043685586,99.6690043685586,"SST","WCP","summer","ACCESS1-0","svm"
89.8028222096973,89.8028222096973,"WINu","WCP","summer","ACCESS1-0","svm"
80.8277311032726,80.8277311032726,"WINv","WCP","summer","ACCESS1-0","svm"
86.3557656111871,86.3557656111871,"WIN","WCP","summer","ACCESS1-0","svm"
100,100,"CURu","WCP","summer","ACCESS1-0","svm"
50.398518918916,50.398518918916,"CURv","WCP","summer","ACCESS1-0","svm"
22.0080138967357,22.0080138967357,"CUR","WCP","summer","ACCESS1-0","svm"
85.7395004385734,85.7395004385734,"SSH","WCP","summer","ACCESS1-0","svm"
6.68106378163574,6.68106378163574,"SSHg","WCP","summer","ACCESS1-0","svm"
3.08169062818713,3.08169062818713,"SSTg","WCP","summer","ACCESS1-0","svm"
45.4351751989638,45.4351751989638,"DEP","WCP","summer","ACCESS1-0","svm"
