"Overall","variable","sp","season","climate","method"
NA,"WINu","MAC","summer","NorESM1-M","gam"
NA,"WINv","MAC","summer","NorESM1-M","gam"
NA,"WIN","MAC","summer","NorESM1-M","gam"
NA,"CURu","MAC","summer","NorESM1-M","gam"
NA,"SST","MAC","summer","NorESM1-M","gam"
NA,"CURv","MAC","summer","NorESM1-M","gam"
NA,"SSH","MAC","summer","NorESM1-M","gam"
NA,"SSHg","MAC","summer","NorESM1-M","gam"
NA,"SSTg","MAC","summer","NorESM1-M","gam"
NA,"CUR","MAC","summer","NorESM1-M","gam"
NA,"DEP","MAC","summer","NorESM1-M","gam"
