"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","MAC","winter","NorESM1-M","svm"
94.1919376223466,94.1919376223466,"SST","MAC","winter","NorESM1-M","svm"
93.9655078797421,93.9655078797421,"WINu","MAC","winter","NorESM1-M","svm"
20.2078920005358,20.2078920005358,"WINv","MAC","winter","NorESM1-M","svm"
91.1910742460236,91.1910742460236,"WIN","MAC","winter","NorESM1-M","svm"
20.0813175651289,20.0813175651289,"CURu","MAC","winter","NorESM1-M","svm"
41.1845493050401,41.1845493050401,"CURv","MAC","winter","NorESM1-M","svm"
38.6271145026871,38.6271145026871,"CUR","MAC","winter","NorESM1-M","svm"
100,100,"SSH","MAC","winter","NorESM1-M","svm"
5.10390228373387,5.10390228373387,"SSHg","MAC","winter","NorESM1-M","svm"
54.0460495019034,54.0460495019034,"SSTg","MAC","winter","NorESM1-M","svm"
44.4907468226221,44.4907468226221,"DEP","MAC","winter","NorESM1-M","svm"
