"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","BCC-CSM1.1","summer","rf"
100,"SST","SRP","BCC-CSM1.1","summer","rf"
45.395983952859,"SSTg","SRP","BCC-CSM1.1","summer","rf"
37.1061216186716,"WINu","SRP","BCC-CSM1.1","summer","rf"
33.857052468028,"WINv","SRP","BCC-CSM1.1","summer","rf"
19.8619077778121,"CURu","SRP","BCC-CSM1.1","summer","rf"
16.9529961370132,"CURv","SRP","BCC-CSM1.1","summer","rf"
63.5950963138006,"SSH","SRP","BCC-CSM1.1","summer","rf"
20.5761557964984,"SSHg","SRP","BCC-CSM1.1","summer","rf"
38.5677650489075,"DEP","SRP","BCC-CSM1.1","summer","rf"
