"Overall","variable","sp","climate","season","method"
0,"ICE","IYA","BCC-CSM1.1","winter","rf"
100,"SST","IYA","BCC-CSM1.1","winter","rf"
48.3205197309678,"SSTg","IYA","BCC-CSM1.1","winter","rf"
50.2015196747108,"WINu","IYA","BCC-CSM1.1","winter","rf"
84.6164081750743,"WINv","IYA","BCC-CSM1.1","winter","rf"
64.448788908868,"CURu","IYA","BCC-CSM1.1","winter","rf"
40.0906757578913,"CURv","IYA","BCC-CSM1.1","winter","rf"
61.8073311984275,"SSH","IYA","BCC-CSM1.1","winter","rf"
37.3588654591629,"SSHg","IYA","BCC-CSM1.1","winter","rf"
72.9266617954748,"DEP","IYA","BCC-CSM1.1","winter","rf"
