"Overall","variable","sp","season","climate","method"
NA,"WINu","AFS","winter","BCC-CSM1.1","gam"
NA,"WINv","AFS","winter","BCC-CSM1.1","gam"
NA,"WIN","AFS","winter","BCC-CSM1.1","gam"
NA,"SST","AFS","winter","BCC-CSM1.1","gam"
NA,"SSH","AFS","winter","BCC-CSM1.1","gam"
NA,"SSHg","AFS","winter","BCC-CSM1.1","gam"
NA,"SSTg","AFS","winter","BCC-CSM1.1","gam"
NA,"CURu","AFS","winter","BCC-CSM1.1","gam"
NA,"CURv","AFS","winter","BCC-CSM1.1","gam"
NA,"CUR","AFS","winter","BCC-CSM1.1","gam"
NA,"DEP","AFS","winter","BCC-CSM1.1","gam"
